97b15809-7d09-4908-8c0b-e5b3752252d8 "332.73,340.54,344.83,369.90,452.35,599.34,739.13,852.62,885.10,1000.53,1356.39,1860.99,2205.35,2370.57,2514.88,2622.27,2619.75,2461.01,2161.27,1857.52,1418.14,819.59,468.36,360.24,345.96,348.13,345.49,373.97,509.94,765.81,977.36,964.21,882.18,1035.44,1516.68,2018.17,2236.91,2351.14,2527.56,2656.06,2644.14,2448.77,2125.21,1788.28,1271.11,735.74,487.13,422.64,400.15,374.59,388.62,493.55,700.29,891.11,990.72,994.69,1022.29,1233.39,1641.47,1982.46,2143.72,2326.10,2550.18,2658.46,2610.53,2406.89,2127.02,1745.18,1171.01,730.86,556.56,476.72"
67a44915-f4f1-4ed6-ad22-99b452d48d73 "385.93,382.69,373.66,356.84,329.16,296.98,275.47,270.13,276.90,286.74,288.71,288.16,297.11,312.90,320.08,315.96,310.28,311.65,324.97,348.78,367.08,372.94,375.26,380.00,382.14,376.96,362.14,341.60,318.50,294.50,279.39,276.00,277.77,275.72,273.43,281.83,302.01,314.80,312.27,307.18,310.35,322.82,342.27,359.83,370.10,377.89,385.37,388.67,385.61,374.36,358.28,341.64,319.59,296.51,282.61,277.70,274.53,271.49,274.88,288.93,304.60,308.59,307.22,310.26,318.09,327.98,338.99,351.14,363.48,374.81,382.48,384.12"
f0daee79-6778-41c8-8871-e3b9e98a0d4d "273.55,271.92,264.92,248.42,228.25,216.94,216.44,221.86,226.31,225.27,221.83,221.04,224.42,229.72,231.22,227.07,222.85,225.83,238.39,252.44,259.36,264.38,271.31,275.63,275.85,271.38,259.25,237.55,216.16,208.11,212.08,221.17,224.54,223.14,225.34,230.69,231.43,226.29,222.61,222.13,223.45,230.17,241.72,248.72,252.11,261.85,272.31,275.82,274.04,268.76,260.39,242.73,220.95,212.87,215.71,218.09,215.92,218.36,227.41,232.34,226.79,221.01,220.81,222.72,226.39,235.17,245.52,251.60,258.11,267.74,273.54,273.30"
712a99f2-7685-40a9-9643-4148cf9d7038 "17047.54,16878.14,16237.37,14648.50,12455.69,10814.21,10153.43,10267.20,11091.62,12132.45,12494.93,12525.00,13059.92,14067.48,14887.14,15251.01,15496.09,15892.80,16423.63,16961.78,17261.89,17230.86,17106.00,17101.06,17035.90,16750.78,15977.35,14205.17,11861.99,10438.74,10100.08,10404.80,11052.85,11625.77,12113.25,12886.14,13955.52,14725.59,14810.12,14685.84,15052.74,15990.90,16844.95,17167.46,17151.46,17217.69,17398.84,17362.48,17000.36,16439.72,15633.65,14107.01,12087.92,10800.88,10414.02,10405.76,10510.27,10932.00,12005.75,13365.02,14161.56,14295.62,14175.59,14395.62,15155.61,16143.10,16795.00,17050.09,17245.45,17476.81,17490.72,17123.99"
ed0480f5-ec6e-46ab-84aa-eee1c8ee5df2 "17715.97,17545.34,16763.74,15172.44,13157.68,11447.06,10674.16,10814.33,11681.15,12437.44,12514.43,12846.54,13945.49,15019.33,15414.25,15581.69,15997.50,16423.51,16866.87,17419.65,17784.72,17794.13,17670.14,17654.41,17554.81,17120.59,16076.13,14315.39,12342.50,11092.47,10751.64,11006.80,11518.53,11874.96,12301.09,13306.03,14584.22,15254.57,15233.82,15254.99,15741.88,16543.92,17235.31,17576.03,17695.25,17839.16,17969.44,17889.08,17504.27,16841.48,15871.17,14372.14,12631.31,11439.11,10979.17,10941.06,11087.32,11476.29,12387.46,13664.28,14540.87,14713.68,14652.32,15000.31,15796.67,16622.85,17147.03,17439.90,17707.99,17921.31,17895.43,17550.73"
34df6555-4537-4ed8-bd88-ac4bccc67805 "3975.35,2870.08,2706.08,2717.71,2501.46,2371.21,2514.46,2721.28,2707.75,2748.38,2882.69,3386.23,3692.16,3496.53,4095.28,6994.20,10630.16,11179.13,9543.31,7801.17,6886.57,6024.36,5008.17,4087.87,3075.70,2441.39,2444.73,2896.51,2763.60,2127.85,1813.11,2122.15,3666.87,5538.26,4923.99,3550.16,3461.17,5177.48,8564.46,11326.40,12517.38,13172.85,13574.48,12803.23,10045.48,6608.27,4903.75,3748.91,2720.41,2319.58,2533.23,2839.83,2545.16,2120.71,2186.14,3289.64,5528.25,6013.13,4085.84,2979.79,3608.66,6095.81,8842.98,9650.76,9951.70,11756.04,13771.43,13619.86,10356.11,5665.38,3358.13,2616.32"
8c592c78-3324-4d14-b667-bf16ec51e3d0 "276.21,296.01,363.99,409.56,343.31,279.78,280.61,302.65,298.49,277.38,273.88,274.67,276.48,286.51,299.63,287.81,265.19,265.15,301.84,344.09,309.86,276.73,280.49,291.38,292.60,314.69,384.06,410.53,343.94,292.87,295.89,310.27,300.62,276.86,265.81,264.72,278.63,303.33,305.85,273.99,258.95,275.44,342.88,370.45,305.44,269.90,276.80,307.49,336.55,361.45,394.54,399.31,361.56,332.49,330.72,317.20,284.41,265.19,264.22,272.99,290.16,302.01,298.86,273.13,263.38,297.44,393.08,395.51,296.79,264.95,285.09,355.63"
3342cfd6-6184-4217-bd76-5ce896bacb5a "82.74,76.04,75.96,78.80,81.35,82.46,85.01,93.85,111.29,128.93,136.43,136.83,139.98,147.29,157.85,170.21,179.50,184.33,187.46,189.36,184.84,168.52,137.18,104.03,84.33,78.19,79.88,84.83,86.34,84.47,87.84,103.93,126.83,135.43,131.02,131.72,143.11,157.38,164.43,167.17,174.91,185.18,190.64,189.39,181.47,165.21,134.70,101.32,85.61,83.04,85.17,86.10,85.86,89.31,100.80,115.35,123.41,121.37,121.34,131.31,148.13,160.30,163.78,169.68,182.89,191.84,192.69,187.73,180.22,166.53,135.67,102.96"
36a0ae09-7c74-4d8b-9394-8e08b496b55f "2048.35,1992.04,1973.91,1987.93,2041.48,2103.07,2088.86,2070.88,2069.87,2136.21,2313.20,2503.19,2588.50,2586.50,2489.57,2271.75,2088.52,2014.69,2024.75,2073.86,2093.82,2090.87,2119.32,2120.67,2049.82,1985.33,1964.84,1988.58,2103.47,2205.46,2136.53,2048.80,2071.49,2260.00,2475.09,2517.27,2516.23,2565.71,2548.73,2347.95,2075.66,1994.14,1997.57,2024.67,2048.25,2092.66,2136.40,2092.95,2031.64,2003.98,2002.80,2055.81,2178.06,2206.90,2107.43,2047.86,2123.76,2361.01,2507.59,2476.13,2486.41,2586.11,2589.08,2373.48,2060.07,1984.11,1979.07,1997.97,2045.55,2126.94,2136.12,2060.30"
b0c0999b-77de-4b75-9d3f-013cda1d4502 "1588.86,1277.39,1249.40,1396.13,1692.78,2147.31,2699.41,3175.61,3457.34,3780.91,4432.35,5005.61,5153.58,4933.28,4683.56,5028.26,5818.58,6217.70,6220.83,6239.09,6192.52,5427.13,3605.16,2155.94,1593.85,1330.24,1281.89,1577.03,2300.98,2868.13,2922.63,3140.03,3606.90,4306.59,5061.98,5496.52,5501.29,5198.77,5148.44,5614.51,5964.95,5888.97,5867.74,6185.83,6248.51,5534.66,3754.32,2270.08,1643.94,1428.39,1510.53,1987.61,2661.22,2897.28,2896.13,3313.69,3946.55,4198.89,4230.49,4541.97,5044.11,5388.66,5597.84,5801.32,6005.96,6133.50,6225.61,6314.43,6233.61,5600.30,4047.05,2436.18"
b1bc95b5-4842-437e-a322-1756cefa45bf "1703.24,1639.59,1554.73,1515.31,1520.17,1546.68,1593.42,1676.01,1752.02,1754.78,1715.53,1703.72,1710.70,1701.62,1698.65,1719.95,1744.88,1771.43,1867.19,2063.18,2127.88,1876.76,1646.82,1604.31,1656.91,1668.51,1608.37,1562.23,1563.27,1595.78,1648.83,1707.27,1716.02,1671.85,1649.93,1687.98,1733.44,1709.99,1661.25,1665.57,1722.20,1774.07,1816.01,1867.81,1859.36,1746.60,1644.72,1628.95,1662.05,1668.46,1630.72,1599.10,1601.69,1631.48,1674.36,1698.00,1675.77,1642.34,1647.98,1690.03,1708.81,1674.97,1644.72,1663.36,1712.18,1745.49,1753.64,1749.14,1725.31,1683.47,1654.18,1652.74"
77bc4464-b5fa-4e47-bfd1-ae4e4fcd5199 "169.48,174.22,160.24,143.61,161.45,230.74,294.43,306.14,322.38,368.02,398.72,387.54,363.20,348.83,334.76,325.71,333.75,336.16,303.57,265.94,268.03,291.90,277.40,224.89,184.94,170.65,160.55,153.44,170.91,213.30,241.82,249.32,280.92,333.97,347.71,305.30,263.93,263.11,278.12,287.30,293.20,298.31,293.64,286.15,290.84,291.75,257.03,207.73,185.84,184.45,178.12,170.64,181.61,209.48,240.97,290.11,364.00,413.57,409.22,379.48,369.03,373.75,362.45,342.76,350.60,376.28,385.01,382.34,385.93,380.20,331.34,261.42"
ada698ef-7c0d-4ffd-9d21-8dc90ef9951e "76.02,72.58,77.56,82.64,79.09,75.74,82.44,97.60,101.75,88.18,79.15,79.74,81.43,77.09,73.28,75.22,78.64,78.14,77.23,83.44,95.68,96.96,84.17,76.66,78.33,82.06,82.10,80.72,80.92,81.95,83.31,88.80,94.97,89.88,78.95,75.10,79.50,84.44,81.17,75.65,75.86,80.45,83.83,84.98,86.03,86.53,84.78,82.28,81.05,81.08,81.84,82.56,82.16,81.45,82.80,86.57,88.02,83.85,79.48,79.68,82.82,83.55,80.67,78.64,79.83,82.41,83.98,84.28,83.88,82.97,82.15,82.25"
54f6f4eb-6325-41ec-bee9-0dadebfde7a0 "260.97,261.46,260.97,260.37,260.64,261.78,262.08,260.87,260.46,262.23,266.87,270.96,272.56,275.04,277.64,274.58,268.03,264.40,263.25,262.58,261.96,261.60,261.26,260.85,260.95,261.67,261.94,261.24,260.84,261.29,261.86,261.68,261.60,263.24,267.64,272.75,275.59,277.66,279.27,276.70,270.15,265.06,262.84,262.08,261.97,262.01,261.61,261.07,261.08,261.84,262.29,261.59,261.06,261.50,262.26,262.26,262.03,263.38,268.06,274.54,278.36,280.65,282.55,280.16,272.29,265.53,262.78,261.98,261.92,262.09,261.93,261.46"
6c3fcd87-5bf1-4dec-8205-9d253c856df7 "354.98,318.10,331.04,370.45,405.38,469.58,645.50,909.10,1046.48,1122.92,1290.16,1403.51,1310.48,1057.80,864.76,926.24,1236.85,1574.57,1734.61,1845.09,1812.54,1425.62,893.08,582.22,441.16,373.89,370.00,416.40,493.46,582.77,734.60,935.22,1057.23,1258.53,1598.74,1737.33,1499.41,1062.09,824.25,943.26,1318.22,1548.00,1613.70,1824.15,1983.91,1709.36,1041.46,611.98,450.02,380.49,402.69,542.18,731.80,762.00,757.75,926.77,1175.29,1472.19,1734.94,1788.67,1552.04,1155.67,915.00,1002.09,1327.96,1486.69,1542.67,1862.14,2132.47,1932.71,1178.93,643.09"
3c642a41-553d-45d3-aee9-cd7ce7e4e038 "1385.50,1371.61,1365.65,1364.19,1364.58,1367.24,1374.34,1384.16,1388.51,1387.68,1388.82,1393.81,1397.29,1396.87,1397.23,1400.50,1403.28,1406.68,1413.21,1419.72,1422.77,1422.38,1420.07,1413.88,1398.52,1378.62,1368.18,1365.59,1366.08,1369.19,1376.59,1385.97,1390.87,1392.81,1397.06,1402.46,1403.76,1401.46,1401.55,1404.28,1406.21,1408.17,1412.68,1418.02,1421.20,1422.44,1422.22,1417.20,1400.68,1379.13,1368.91,1367.07,1368.10,1370.75,1376.42,1384.16,1389.81,1393.07,1396.46,1397.75,1395.62,1394.58,1399.27,1406.52,1410.08,1412.32,1418.86,1426.08,1428.76,1427.97,1426.30,1421.41"
9decf6c2-1760-4924-a845-106591232f00 "1605.89,1640.06,1578.21,1511.48,1500.48,1521.44,1532.77,1522.74,1509.23,1499.06,1496.31,1509.57,1527.70,1520.57,1494.45,1491.15,1518.90,1537.90,1516.97,1498.91,1511.36,1531.24,1534.16,1539.63,1564.17,1569.95,1532.10,1495.58,1490.57,1505.01,1513.72,1504.78,1488.27,1479.30,1484.86,1502.36,1511.26,1496.43,1479.08,1482.97,1503.60,1512.39,1497.24,1484.14,1490.72,1507.59,1517.46,1519.12,1518.44,1511.46,1497.42,1487.90,1488.74,1492.49,1490.77,1485.37,1481.27,1479.65,1481.68,1488.53,1492.86,1485.97,1476.13,1478.01,1491.25,1498.00,1488.31,1478.09,1482.10,1495.97,1504.58,1501.15"
396c82b9-3cb7-4d41-a32e-1c7f81f97144 "3497.26,3266.33,3187.89,3035.90,2925.20,3040.54,3516.84,4471.16,5551.95,6151.94,6327.17,6626.65,8630.38,13579.44,18605.16,20430.61,20673.76,20592.26,18876.27,13754.09,8044.42,5493.15,4298.46,3509.21,3188.00,3221.05,3243.98,3093.36,3082.24,3458.01,4516.48,6198.54,7202.59,6567.37,6081.11,7252.59,10913.17,15675.75,18435.72,19516.27,20695.12,21469.25,19755.16,12973.91,6287.37,4204.15,3661.43,3419.22,3438.17,3682.83,3696.37,3402.57,3431.65,4281.99,5779.56,6849.08,7056.59,6875.48,7255.08,8694.02,11686.06,15773.59,18588.79,19888.24,21068.80,21540.73,19279.70,11409.23,5034.74,3524.00,3444.25,3666.63"
e0dd41e9-a57c-475a-bc0d-5b870f0adc26 "110.22,110.39,110.76,111.20,111.53,111.72,111.84,111.95,112.05,112.15,112.36,112.77,113.32,113.78,113.95,113.78,113.36,112.96,112.77,112.76,112.73,112.64,113.02,114.26,115.86,116.66,116.39,115.97,116.00,116.30,116.48,116.49,116.39,116.37,116.61,117.04,117.10,116.35,115.56,115.68,116.31,116.24,115.54,115.36,115.88,116.33,116.52,117.11,118.12,118.77,118.68,118.39,118.36,118.51,118.53,118.36,118.16,118.11,118.26,118.47,118.45,118.18,118.00,118.09,118.23,118.10,117.82,117.71,117.89,118.15,118.35,118.55"
583fb3ee-ab8a-477e-a69f-18451cd557af "8571.17,3951.27,2434.87,2273.77,2648.95,3077.34,3389.54,4400.03,6822.05,8926.87,8950.27,8503.72,9481.51,10904.51,11183.87,10523.08,9275.83,9065.93,11224.33,14847.46,16893.75,17294.22,17049.89,15058.84,10551.00,5972.81,3793.91,3080.27,2974.16,3108.99,3731.23,5511.93,7813.03,8779.84,8540.01,9543.86,12427.70,14018.42,12922.64,10846.64,9023.03,9005.46,11747.77,14978.98,16007.00,16640.55,17940.95,17393.64,12894.70,6761.69,4034.99,3177.43,3066.55,3782.83,5721.51,7681.20,7714.12,7561.81,8757.20,11224.86,13362.40,13506.75,12358.82,11008.82,9740.41,10112.13,12646.95,15088.82,15869.48,17421.89,19582.12,19518.70"
9d9285ce-415e-4b7f-8bad-4183a4e4063c "66.74,66.02,65.31,64.86,65.04,65.67,66.10,66.04,66.48,68.35,70.94,71.96,72.18,73.70,75.80,76.57,76.10,75.62,75.59,75.07,73.44,71.27,69.19,67.50,66.57,66.17,65.84,65.53,65.51,65.94,66.73,67.93,69.22,70.05,70.39,70.97,71.88,72.34,72.01,71.73,72.14,72.55,72.38,71.94,71.55,70.59,68.80,67.08,66.28,66.10,65.81,65.33,65.33,66.15,67.34,67.88,67.96,68.56,70.07,71.90,73.27,74.14,74.99,76.06,76.97,77.32,77.19,76.90,76.33,74.76,71.91,69.17"
d1fab258-c55b-49a2-b55e-e2e565fc068c "278.19,285.40,323.98,383.14,349.78,287.67,279.94,299.61,308.18,287.83,274.38,273.16,275.94,282.22,290.81,286.95,274.00,271.67,288.16,310.77,297.15,277.19,278.31,286.82,286.91,294.67,338.05,381.41,335.82,286.35,282.57,301.50,307.43,284.96,271.35,270.07,276.11,286.59,292.78,282.84,272.61,274.85,292.65,305.68,287.69,272.75,275.09,287.25,298.02,313.17,343.36,355.76,317.70,287.95,287.46,297.98,294.22,279.51,272.30,272.43,276.66,284.73,291.70,282.71,272.34,274.30,291.29,301.39,282.10,269.80,273.97,292.89"
e200ce28-15ca-4f38-8c9c-5dd91925b3d7 "142.68,142.06,146.76,150.38,144.89,144.36,160.07,180.82,177.80,155.38,146.59,149.23,151.05,148.26,146.24,145.42,143.82,145.88,153.02,155.51,148.48,145.42,148.83,153.72,149.85,145.94,146.40,148.66,148.04,151.45,166.08,177.84,173.68,158.54,151.58,149.55,147.79,146.99,146.38,143.97,142.92,148.37,159.00,155.60,144.79,143.84,153.38,165.24,156.23,145.47,144.18,148.10,156.72,164.73,171.22,175.68,174.61,167.56,160.28,152.04,146.32,144.68,144.15,143.48,144.91,151.78,158.65,152.80,144.85,146.58,163.37,173.25"
8bb4772f-af16-4b34-a6ea-eab6877571e1 "330.51,315.18,312.13,317.55,323.87,324.30,331.41,338.97,330.83,314.02,311.27,329.74,354.23,344.87,326.12,336.90,393.00,465.25,490.04,501.74,548.42,581.37,540.47,426.44,346.07,322.02,320.14,324.03,325.17,321.36,316.94,319.66,330.92,342.13,340.81,332.70,330.45,336.41,347.41,362.56,390.61,444.46,501.06,541.83,583.91,609.30,572.51,449.67,352.56,321.30,318.34,328.06,335.70,328.52,318.32,322.23,341.56,350.23,331.21,321.99,338.87,368.68,377.80,367.23,376.00,439.23,532.98,584.96,611.11,627.09,590.29,459.75"
650db4cd-f1c7-4424-83e9-a50c967465ef "346.08,356.11,369.48,365.17,317.23,321.91,442.37,639.71,459.79,335.53,385.68,642.05,648.16,407.20,372.52,495.46,561.38,440.89,407.89,485.13,506.94,406.90,361.87,372.00,385.35,385.45,378.73,372.97,369.83,388.15,438.57,455.67,403.06,374.66,417.02,506.39,497.64,407.92,378.32,417.49,462.63,460.29,439.08,424.98,407.42,396.09,408.15,411.29,382.92,365.65,386.53,418.20,404.69,381.82,402.67,445.62,430.73,391.11,400.14,458.09,470.75,411.84,381.67,405.57,445.39,445.67,415.40,395.57,394.63,404.06,412.60,403.85"
85d5dd60-f514-496e-bb5a-4244c8d9340e "227.56,227.24,226.27,225.78,226.21,227.08,227.28,227.40,229.14,232.63,233.37,229.59,227.12,227.05,228.18,228.81,227.94,226.96,227.19,229.37,233.28,233.93,229.39,226.61,226.56,227.69,227.71,226.50,226.03,226.50,227.44,228.33,229.64,230.62,229.66,228.01,227.37,227.47,227.71,227.92,227.70,227.08,227.11,228.87,232.21,231.83,227.90,226.22,226.72,227.99,227.87,226.59,226.02,226.44,227.55,228.77,229.21,228.50,227.64,227.40,227.60,227.55,227.22,227.09,227.17,227.23,227.54,228.64,229.93,229.17,227.24,226.47"
23691822-c65a-4c4f-95cf-5807c3d4049a "453.75,520.70,424.15,330.33,325.82,362.53,343.45,294.02,277.95,283.63,287.81,287.14,290.59,288.17,279.43,278.75,291.28,299.75,288.63,281.74,298.70,321.07,324.08,347.91,436.14,497.38,403.01,311.76,305.07,336.05,331.36,292.11,272.35,273.13,283.41,295.69,301.08,289.61,276.25,279.21,295.27,295.72,278.07,274.24,294.71,319.02,326.88,350.98,414.15,438.08,361.69,301.66,298.49,320.14,318.18,291.05,274.48,274.00,282.47,295.09,300.57,287.63,274.00,276.78,292.30,294.73,278.91,273.19,289.39,315.44,330.45,344.87"
06bc350d-2337-43b1-ab47-95a56b302061 "87.45,92.21,91.71,86.67,85.88,91.91,101.14,100.42,91.75,87.13,88.49,96.33,105.19,98.96,86.70,83.16,84.73,88.45,90.90,89.04,85.63,83.90,84.80,87.93,89.55,86.55,84.08,85.26,91.45,97.67,96.41,92.34,89.14,87.82,89.47,96.76,104.10,95.24,84.70,83.07,86.29,91.99,91.29,85.64,83.15,83.91,87.04,89.63,87.73,84.71,84.32,87.49,93.32,95.46,91.65,87.86,86.54,87.64,92.00,98.72,98.08,88.86,84.24,85.00,88.82,90.83,87.48,84.25,83.63,84.99,87.39,88.77"
02488951-da87-4317-9da2-0b1382e00fa9 "5858.61,3507.53,2321.90,2108.73,2303.72,3037.02,5629.96,8900.37,9365.06,7187.34,5387.97,5722.06,6580.90,6040.13,4713.72,4163.22,4757.66,6485.60,7872.19,7886.27,7159.62,6357.76,5783.77,5127.54,3686.65,2194.96,1608.75,1769.98,2519.78,3649.16,5084.32,6482.58,7301.77,8061.67,9066.26,9737.59,9497.19,8543.15,8477.68,9916.38,11217.28,11562.72,11458.49,11461.05,11311.50,10464.92,9075.37,7692.28,5526.63,3214.22,2359.79,2863.80,4163.70,5002.44,5353.52,6170.61,7689.28,8964.40,9225.70,8215.42,6653.63,6006.47,6611.30,7487.11,7415.34,7105.62,7865.52,8982.48,9176.78,8346.28,7034.33,5476.42"
a4062a10-601c-44c0-96fb-ffe307a98b4e "10387.68,9444.55,9157.87,8664.07,8585.81,9261.13,11552.73,16693.47,23928.53,26251.30,24684.41,27054.92,35501.88,41926.50,40921.79,32381.68,25720.94,24583.63,29233.03,33788.99,35373.21,33209.36,25716.22,17083.41,13229.76,13253.18,10975.72,7388.18,6496.70,11183.72,24166.14,30205.92,25048.70,21648.06,27828.85,39612.30,47480.55,47847.27,42529.54,34333.85,29884.86,31068.58,32478.41,32397.58,33498.90,34057.53,29675.25,23354.24,17906.59,13865.28,8866.46,6099.74,8806.58,23047.13,33901.45,27416.79,18850.61,22003.41,34793.62,43366.86,42820.72,41000.00,40857.38,38637.80,35929.90,32630.23,29139.48,27413.46,29225.50,34219.58,36781.09,29707.71"
